domain	subdomain	ko_KR	en_XX
시멘트, 석회 및 플라스터 제조업	초록	이 발명품은 건축 자재 분야에 속하며, 특히 알루미네이트 칼슘 시멘트 생산 방법과 관련이 있다. 알루미네이트 칼슘시멘트는 석회석 25~42%, 시판용 알루미나 32~50%, 붉은 진흙 9~17%, 석탄회 8~15%, 불소 석고 6~12%를 원료로 사용해 생산되며 품질과 고강도, 내화성이 높다.	The invention belongs to the field of building materials, and particularly relates to a calcium aluminate cement production method. the calcium aluminate cement is produced by using 25-42% of limestone, 32-50% of commercial alumina, 9-17% of red mud, 8-15% of coal ash and 6-12% of fluorine gypsum as raw materials and has stable quality, high strength and high fire-resistant degree.
의학	내과학	두 번째 요점은 이 경우 환자의 면역 능력이다.	Second point is the immunocompetancy of the patient in this case.
뉴스	지역,지역일반	손 대표는 이재환 후보 지원을 위해 창원 성산구 반림동에 아파트를 얻었으며, 선거가 끝날 때까지 거주할 예정이다.	The representative Sohn obtained an apartment in Banlim-dong, Seongsan-gu, Changwon, to support the candidate Lee Jae-hwan, and will stay there until the election is over.
연구평가정보	식품일반	OTU 선택을 유사도 임계값이 97%인 UCLUST 방법을 사용하여 수행했다.	OTU picking was carried out using the UCLUST method with a similarity threshold of 97%.
기계	재료공학	액체 시료는 통로 710 및/또는 저장소 708 내에 침착된 시약과 화학적으로 반응한다.	The liquid sample chemically reacts with reagents deposited in passageway 710 and/or reservoir 708.
일상생활	예약	무섭죠 무서운데 저 아내가 옆에 있어서 힘이 된다는게.	It's scary, right? I'm scared, but the fact that my wife is next to me gives me strength.
finance	금융/증시	금융위원회가 10∼15일 인터넷은행 예비인가 신청을 접수한 결과 토스뱅크 컨소시엄과 소상공인연합의 '소소스마트뱅크준비단'이 신청한 것으로 나타났다.	"As a result of the Financial Services Commission receiving an application for preliminary approval of Internet banks from the 10th to the 15th, it was found that the ""Soso Smart Bank Preparation Group"" of the Toss Bank consortium and the Small Business Association applied."
일상생활	여행	친절하게 대해주셔서 너무 감사합니다.	Thank you so much for being so kind to me.
해외영업	부동산	저는 사실 상상력이 풍부한 사람이 아닙니다.	I'm not really an imaginative person.
해외영업	도소매유통	시원한 천연 원석으로 빠른 피부 진정을 해줘요.	It calms your skin quickly with cool natural gemstones.
정치	국방외교	한국은 이제 다시 미국과 중국의 세력 경쟁의 경계와 장이 되고 있다.	South Korea is now again on the border and the field of power competition between the U.S.
연구평가정보	식품일반	주요 및 소수 휘발성 지방산을 모두 제외하도록 버퍼를 수정했다.	We modified the buffer to exclude both major and minor volatile fatty acids.
의학	병리학	그는 자극이 강한 음식을 피할 것을 권고하였다.	He recommended to avoid strong irritating foods.
해외영업	도소매유통	귀사가 승객 분들을 더욱 잘 모실 수 있도록 시간을 내어 저희를 도와주신 것에 대한 감사 표시입니다.	This is a token of gratitude for taking the time to help us better serve our passengers.
글로벌동향정보	건강식품류	이 연구에서 제시한 생화학적 및 유전적 데이터가 이 가설을 뒷받침한다.	This hypothesis is supported by the biochemical and genetic data presented here.
교육	교육공학	이러한 결과를 바탕으로 다음과 같은 논의를 할 수 있다.	Based on these results, the following discussion can be made.
위해식품정보	식품일반	이러한 플라스미드를 보완 분석에 사용했을 때 야생형 pulS는 정상적으로 기능했지만 Cys2 유도체를 코딩하는 유전자는 전적으로 결함이 있었다.	When these plasmids were used in the complementation assay, wild-type pulS functioned normally but the gene coding the Cys2 derivative was totally defective.
일상생활	여행	세미나 참석을 포기해야 한다는 뜻일까요?	Does this mean that I have to give up going to the seminar?
일상생활	여행	역에서 BBB 타워로 바로 연결되는 육교가 있어요.	From the station, there's an overpass that will lead you directly to the BBB Tower.
일상생활	여행	경찰은 거리에서 일어나는 일조차 통제할 수 없어요.	The police can't even control what's happening on the street.
해외영업	도소매유통	그러나 예정된 배달 기간 내에 준비가 되지 않을 것 같습니다.	However, I don't think it will be ready within the scheduled delivery period.
기계	동력기관	물론, 어플리케이션 구현에 따라 이들 기능 중 어느 하나만 수행하도록 구성될 수 있다.	Of course, it may be configured to perform only any one of these functions depending on the application implementation.
천연 및 혼합 조제 조미료 제조업	청구항	생(날것) 간장, 해조 및 식초를 혼합한 후, 가열 처리하는 것을 특징으로 하는 산성 액상 조미료 제조 방법.	A method for producing an acidic liquid seasoning, which comprises mixing raw soy sauce, seaweed, and vinegar and then heat-treating.
뉴스	스포츠,농구_배구	삼성은 유진 펠프스(18점 7리바운드) 밀러(17점 5리바운드) 등 외국인 선수들이 분전했지만 DB 선수들이 합작한 56점에는 크게 못미쳤다.	Samsung's foreign players, including Eugene Phelps (18 points, 7 rebounds) and Miller (17 points, 5 rebounds) struggled, but fell far short of the 56 points that DB players had collaborated.
경제	경제경영	2011~2016년의 결과만을 보면, 기존의 연구와는 매우 다르게 지브라의 법칙을 뛰어넘는 결과를 얻은 셈이다.	Looking at the results of 2011-2016 alone, it is very different from the previous studies, and the results exceeded the Zebra Law.
도금, 착색 및 기타 표면 처리 강재 제조업	초록	페라이트-펄라이트 미세조직과 고강도 기계적 성질을 갖는 고강도강의 평압연 블랭크를 제공하고 압연 등으로 냉간성형하여 고강도강 구조부재의 제조방법을 개시한다. 구조적 부재의 기계적 강도가 평판 압연 블랭크와 실질적으로 동일하거나 더 크게 유지되는 동안 원하는 기하학적 단면을 갖는 부재.	A method of making high-strength steel structural members is disclosed by providing a flat-rolled blank of high-strength steel having a ferrite-pearlite microstructure and high-strength mechanical properties and cold forming the blank by rolling or the like to provide a structural member having a desired geometric cross-section while the mechanical strength of the structural member remains substantially the same or greater than the flat-rolled blank.
일상생활	음식	한 숟가락 이상 먹게 될 거라 확신해.	I'm sure you'll eat more than a spoonful.
ICT	빅데이터	사용자가 디바이스를 통해 인체의 오감과 감각적 몰입도를 극대화하는 것이 대표적인 특징이다.	A typical feature is that the user maximizes the human body's five senses and sensory immersion through the device.
해외고객과의채팅	기계장비,의료정밀	제품이 얼마나 많은 품목을 생산할 수 있습니까?	How many items can it produce?
그 외 기타 전자 부품 제조업	청구항	바디를 포함하는 연마재 물품, 여기서 상기 바디는 다음을 포함함: 결합 성분; 및 상기 결합 성분 내 연마재 입자,여기서 상기 결합 성분은 Fe-Co-Cu-Ni-Sn 계 결합 재료 및 성능 향상 재료를 포함하고,여기서 성능 향상 재료는 6각 질화붕소를 포함하고, 및여기서 성능 향상 재료의 함량은 상기 결합 성분의 총 부피에 대해 적어도 약 6 vol.% 및 최대 약 14 vol.%임.	An abrasive article comprising a body, wherein the body comprises:a binding component; andabrasive particles within the bonding component,wherein the bond component comprises a fe-co-cu-ni-sn based bond material and a performance enhancing material,wherein the performance enhancing material comprises hexagonal boron nitride, andwherein the performance enhancing material is present in an amount of at least about 6 volume percent and not greater than about 14 volume percent of the total volume of the cementitious component.
해외영업	도소매유통	가격 인하에 대한 저희 쪽의 제안이 수락된다면 추가로 더 구매를 할 수도 있습니다.	If our proposal for price reduction is accepted, we can make additional purchases.
ICT	컴퓨터	변동-후 이미지는 비디오 카메라(608)에 의해 캡처되어, 애플리케이션(604)에 제공될 수 있다.	The post-variation image may be captured by video camera 608 and provided to application 604.
